This is BUFR local table B version 1 for OPERA radar encoding
By Helmut Paulitsch, 2003/06/05
0;01;032;Generating application;Code table;0;0;8
0;01;194;Carrier balloon/drop temp;CCITT IA5;0;0;72
0;01;195;Mobil land station identifier;CCITT IA5;0;0;72
0;01;196;Numero de departement;Numeric;0;0;8
0;01;197;Numero de commune et numero de  station dans la commune;Numeric;0;0;21
0;01;198;Type de spemet;Code table;0;0;2
0;01;199;Objet principal du spemet;Code table;0;0;4
0;01;200;Wmo region sub-area;Numeric;0;0;4
0;01;208;X-velocity from earth's centre in direction 0 est;m/s;5;-1073741824;31
0;01;209;Y-velocity from earth's centre in direction 90 est;m/s;5;-1073741824;31
0;01;210;Z-velocity from earth's centre in direction north pole;m/s;5;-1073741824;31
0;02;192;Sar azimuth angle;Degree;0;0;9
0;02;201;Indicator for method of calculation of spectral data;Code table;0;0;4
0;02;202;Indicator for type of platform;Code table;0;0;3
0;02;203;Wave measurement instrumentation;Code table;0;0;2
0;02;204;Indicateur des unites de vitesse du vent et du type d'instruments utilises;Code table;0;0;3
0;02;210;Type de site;Numeric;0;0;6
0;02;211;Temps de bon fonctionnement de la station;Hour;0;0;8
0;02;212;Temps de bon fonctionnement de la station;Minute;0;0;8
0;02;213;Precision de mesure de tempera  ture amdar;K;0;0;2
0;02;214;Renseignements sur l'etat de    fonctionnement de la bouee;Numeric;0;0;14
0;02;215;Indicateur du type d'ancre flot tante;Code table;0;0;1
0;04;192;Periode a laquelle se rapporte  la valeur suivante;Minute;0;0;8
0;04;193;Heure effective du lancement de la radiosonde;Hour;0;0;5
0;04;194;Minutes effectives du lancement de la radiosonde;Minute;0;0;6
0;04;195;Nombre d'heures ecoulees entre  l'heure d'observation gggg et   l'heure a laquelle se refere la derniere position;Hour;0;0;4
0;05;217;X-location from earth's centre in direction 0 est;m;2;-1073741824;31
0;05;232;Direction (spectral);Degree;0;0;12
0;06;217;Y-location from earth's centre in direction 90 est;m;2;-1073741824;31
0;06;232;Wavenumber (spectral);Rads/m;5;0;13
0;07;192;Hauteur au dessus du sol;m;2;0;15
0;07;217;Z-location from earth's centre in direction north pole;m;2;-1073741824;31
0;11;195;Force maxi du vent pendant w1w2;Beaufort;0;0;4
0;11;196;Direction d'ou souffle le vent  en altitude;Degree true;0;0;9
0;11;197;Vitesse du vent en altitude;m/s;1;0;12
0;12;192;Temperature/dry-bulb temperature;K;2;0;16
0;12;193;Wet-bulb temperature;K;2;0;16
0;12;194;Dew-point temperature;K;2;0;16
0;12;195;Dry-bulb temperature at 2m;K;2;0;16
0;12;196;Wet-bulb temperature at 2m;K;2;0;16
0;12;197;Dew-point temperature at 2m;K;2;0;16
0;12;198;Virtual temperature;K;2;0;16
0;12;202;Maximum temperature,at height and over period specified;K;2;0;16
0;12;203;Minimum temperature,at height and over period specified;K;2;0;15
0;12;204;Ground minimum temperature, past 12 hours;K;2;0;15
0;12;205;Maximum temperature at 2m, past 12 hours;K;2;0;16
0;12;206;Minimum temperature at 2m, past 12 hours;K;2;0;15
0;12;207;Maximum temperature at 2m, past 24 hours;K;2;0;16
0;12;208;Minimum temperature at 2m, past 24 hours;K;2;0;15
0;12;221;Soil temperature;K;2;0;16
0;12;222;Temperature de la surface de la  neige;K;2;0;15
0;12;252;Skin temperature;K;2;0;16
0;12;253;Equivalent black body temperature;K;2;0;16
0;13;194;Quantite totale de precipitationau cours d'une certaine periode;Ke/M**2;1;-1;14
0;13;195;Hauteur totale de la couche de  neige au sol au point de mesure d'altitude;m;2;-2;16
0;13;196;Epaisseur de la neige fraiche   tombee en altitude;m;2;-2;12
0;13;197;Teneur en eau liquide volumique de la neige;%;1;0;7
0;13;198;Masse volumique de la neige;kg/m**3;0;0;9
0;14;192;Insolation horaire;Minute;0;0;6
0;15;202;Log of electron density;LOG M**-2;3;13000;12
0;20;193;Visibilite vers la mer a partir d'une station cotiere;m;-1;0;13
0;20;194;Etat de la neige;Code table;0;0;4
0;20;195;Profondeur de penetration de la sonde de battage;m;2;0;7
0;20;196;Nuages dans la vallee;Code table;0;0;4
0;20;197;Chasse-neige en altitude;Code table;0;0;4
0;20;198;Description avalanches observees;Code table;0;0;4
0;20;199;Genre d'avalanches;Code table;0;0;4
0;20;200;Altitude depart de l'avalanche;Code table;0;0;4
0;20;201;Exposition de l'avalanche;Code table;0;0;4
0;20;202;Estimation du risque d'avalanche;Code table;0;0;4
0;20;203;Type des grains de surface predominant dans la couche;Code table;0;0;4
0;20;204;Type des grains de surface les  plus nombreux apres les grains  predominants;Code table;0;0;4
0;20;205;Diametre moyen des grains;m;4;0;7
0;20;206;Indicateur d'homogeneite de la  couche;Code table;0;0;2
0;21;192;Radar back scatter;dB;2;-5000;13
0;21;193;Noise figure;%;0;0;7
0;21;194;Background noise level;Numeric;0;0;8
0;21;195;Missing packet counter;Numeric;0;-127;8
0;21;196;Uwa product confidence;Flag table;0;0;12
0;21;197;Uwi product confidence;Flag table;0;0;12
0;21;198;Ura product confidence;Flag table;0;0;8
0;21;199;Uat quality analysis tests;Flag table;0;0;7
0;21;201;Peakiness;Numeric;0;0;16
0;21;202;Altimeter calibration status;Flag table;0;0;4
0;21;203;Altimeter instrument mode;Flag table;0;0;9
0;21;204;Multi/single view difference;K;2;-512;10
0;21;205;Spectral intensity;Numeric;0;0;8
0;21;206;Representation of intensity;Code table;0;0;3
0;21;207;Altitude correction (ionosphere);m;3;0;14
0;21;208;Altitude correction (dry troposphere);m;3;0;9
0;21;209;Altitude correction (wet troposphere);m;3;2000;10
0;21;210;Altitude correction (calibration constant);m;3;0;11
0;21;211;Open loop correction (htl);m;3;0;10
0;21;212;Open loop correction (agc);dB;3;-3000;14
0;21;214;Uat quality summary;Code table;0;0;3
0;21;215;Uat across-track band number;Numeric;0;0;4
0;22;067;Instrument type for water temperature profile measurement with fall rate equation coefficients;Code table;0;0;10
0;22;068;Water temperature profile measurement recorder types;Code table;0;0;7
0;22;200;Significant wave height (note 1);m;2;0;13
0;22;201;Spectral peak period;s;1;0;9
0;22;202;Spectral peak wave length;m;0;0;13
0;22;203;Maximum wave height;m;2;0;13
0;22;204;Average wave period;s;1;0;9
0;22;205;Average wave length;m;0;0;12
0;22;206;Direction of dominant wave (note 2);Degree true;0;0;9
0;22;207;Directionnal spread of dominant wave (note 2);Degree true;0;0;8
0;22;210;Duration of wave record;s;0;0;12
0;22;211;Length of wave record;m;0;0;16
0;22;212;Waveband central frequency;Hz;3;0;10
0;22;213;Waveband central wave number;1/M;5;0;13
0;22;214;Maximum non-directional spectral density frequency;M**2/HZ;2;0;20
0;22;215;Maximum non-directional spectral density wave number;M**3;2;0;20
0;22;216;Number of the band in which the maximum non-directional spectral density lies;Numeric;0;0;7
0;22;217;Spectral density ratio;Numeric;0;0;7
0;22;218;Mean direction from which waves are coming;Degree true;0;0;9
0;22;219;Principal direction from which waves are coming (note 3);Degree true;0;0;9
0;22;220;First normalised polar co-ordinate derived from fourier coefficients;Numeric;2;0;7
0;22;221;Second normalised polar co-ordinate derived from fourier coefficients;Numeric;2;0;7
0;22;222;Non-directional spectral estimate of frequency;M**2/HZ;2;0;20
0;22;223;Non-directional spectral estimate of wave number;M**3;2;2;20
0;22;224;Directional spectral estimate of frequency;M**2/HZ/RAD;2;0;20
0;22;225;Directional spectral estimate of wave number;M**4;2;0;20
0;22;226;Total number of bands;Numeric;0;0;7
0;22;227;Directional spread of individual waves;Degree true;0;0;8
0;22;228;Indicateur de fond;Code table;0;0;2
0;22;243;Standard deviation significant wave height;m;2;0;10
0;25;009;Calibration method;Flag table;0;0;5
0;25;208;Sampling interval (time);s;4;0;15
0;25;209;Sampling interval (space);m;2;0;12
0;29;002;Co-ordinate grid type;Code table;0;0;2
0;31;031;Data present indicator;Numeric;0;0;1
0;33;192;Flag de qualite sur parametre;Code table;0;0;3
0;33;212;Qualite de la mesure de pression;Code table;0;0;2
